file,nit_cliente,cliente,fecha_file,tipo,operativo,comercial,fch__primera__fact__prov,unnamed:_8,fecha_arribo,fecha_zarpe,envio_facturar,fecha_de_factura,fecha_envio_cierre,fecha_cierre,estado
24OM050647          ,815001802                     ,MADERKIT S.A,2024-05-15 12:00:00.000,M,No especificado,No especificado,2024-06-06,,1900-01-02 12:00:00,2024-05-31 12:00:00,2024-05-30 09:42:21,2024-06-11 11:05:29,2024-06-13 09:55:53,2024-09-30,Cerrado
24OM050647          ,815001802                     ,MADERKIT S.A,2024-05-15 12:00:00.000,M,No especificado,PRICING ULS,2024-06-06,,1900-01-02 12:00:00,2024-05-31 12:00:00,2024-05-30 09:42:21,2024-06-11 11:05:29,2024-06-13 09:55:53,2024-09-30,Cerrado
24IM050656          ,830057739                     ,STRONG MACHINE S.A.S,2024-05-15 12:00:00.000,M,KAREN PINZON        ,RUBY SALGADO,2024-06-24,,2024-07-06 00:00:00,2024-06-20 12:00:00,2024-07-02 04:02:43,2024-07-04 12:38:59,2024-07-30 02:44:13,2024-08-31,Cerrado
24IC050655          ,901680586                     ,G2 MISURATORI COLOMBIA SAS,2024-05-15 12:00:00.000,C,No especificado,RUBY SALGADO,,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-06-14 11:32:47,2024-05-30 11:43:38,2024-06-14 11:32:58,2024-06-28,Cerrado
24IA050652          ,901717705                     ,BEIKUT SOLUTIONS S.A.S,2024-05-15 12:00:00.000,A,LEIDY CAMPOS        ,JESSICA CUBILLOS,2024-05-21,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-05-21 07:51:25,2024-05-21 12:32:08,2024-05-24 07:02:44,2024-05-31,Cerrado
24IA050652          ,901717705                     ,BEIKUT SOLUTIONS S.A.S,2024-05-15 12:00:00.000,A,LEIDY CAMPOS        ,No especificado,2024-05-21,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-05-21 07:51:25,2024-05-21 12:32:08,2024-05-24 07:02:44,2024-05-31,Cerrado
24IM050648          ,900681087                     ,INVERSIONES DABAR SAS,2024-05-15 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-07-02,,2024-07-03 00:00:00,2024-06-11 12:00:00,2024-07-02 02:22:41,2024-07-04 11:07:10,2024-09-30 11:02:43,2024-09-30,Cerrado
24OM050646          ,890906397                     ,VIBRANTZ COLOMBIA SAS,2024-05-15 12:00:00.000,M,No especificado,ULS BOGOTA,2024-05-24,,1900-01-02 12:00:00,2024-05-22 12:00:00,2024-05-21 09:41:08,2024-06-04 11:12:04,2024-06-06 09:45:31,2024-10-31,Cerrado
24IM050650          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-05-15 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-14,,1900-01-02 12:00:00,2024-05-30 12:00:00,2024-06-07 01:43:25,2024-06-12 10:21:33,2024-09-06 04:53:40,2024-09-30,Cerrado
24IM050650          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-05-15 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-14,,1900-01-02 12:00:00,2024-05-30 12:00:00,2024-06-07 01:43:25,2024-06-12 10:21:33,2024-09-06 04:53:40,2024-09-30,Cerrado
24IA050649          ,900646216                     ,RINOHE SOLUTIONS SAS,2024-05-15 12:00:00.000,A,No especificado,RUBY SALGADO,,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-05-21 04:09:40,2024-05-17 12:29:32,2024-05-21 04:09:47,2024-05-31,Cerrado
24IA050651          ,811036819                     ,NAVIERA CENTRAL SA,2024-05-15 12:00:00.000,A,LEIDY CAMPOS        ,MAIRA LORA,2024-05-21,,1900-01-02 12:00:00,2024-05-18 12:00:00,2024-05-17 09:55:12,2024-05-17 04:32:01,2024-05-24 06:53:34,2024-06-28,Cerrado
24IM050663          ,900894823                     ,CRESCENT SAS,2024-05-16 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-12,,2024-06-09 00:00:00,2024-06-04 12:00:00,2024-06-07 08:21:50,2024-06-11 08:26:36,2024-07-24 04:17:48,2024-08-31,Cerrado
24IM050666          ,901472417                     ,TRM YACHTS SAS,2024-05-16 12:00:00.000,M,No especificado,MAIRA LORA,2024-05-29,,2024-05-31 00:00:00,2024-05-25 12:00:00,2024-05-29 03:45:19,2024-05-30 11:00:47,2024-07-26 12:38:04,2024-08-31,Cerrado
24IA050667          ,860001899                     ,CORPACERO S. A. S.,2024-05-16 12:00:00.000,A,SHANE HUERTAS       ,DIANA MARCELA RAMOS,2024-06-19,,1900-01-02 12:00:00,2024-06-13 12:00:00,2024-06-13 08:53:03,2024-06-13 05:20:46,2024-07-05 03:12:46,2024-06-28,Cerrado
24IM050658          ,830022957                     ,LAMINADOS Y BLINDADOS SAS                                   ,2024-05-16 12:00:00.000,M,SHANE HUERTAS       ,JESSICA CUBILLOS,2024-06-04,,2024-06-23 00:00:00,2024-06-05 12:00:00,2024-09-06 05:01:38,2024-06-18 03:28:42,2024-09-06 05:01:46,2024-08-31,Cerrado
24IM050660          ,444444009                     ,MARTICO S.L.,2024-05-16 12:00:00.000,M,KAREN CASTRO        ,PRICING ULS,2024-06-07,,1900-01-02 12:00:00,2024-05-09 12:00:00,2024-06-26 08:12:03,2024-06-27 10:57:40,2024-07-29 12:30:24,2024-08-31,Cerrado
24IM050661          ,800072556                     ,SEATECH INTERNATIONAL INC,2024-05-16 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-07-30,,1900-01-02 12:00:00,2024-06-01 12:00:00,2024-07-24 11:37:12,2024-07-26 11:01:18,2024-09-30 11:18:58,2024-09-30,Cerrado
24IA050664          ,890105652                     ,ROYAL FILMS SAS,2024-05-16 12:00:00.000,A,LEIDY CAMPOS        ,DIANA MARCELA RAMOS,2024-05-21,,1900-01-02 12:00:00,2024-05-18 12:00:00,2024-05-20 07:57:52,2024-05-20 12:22:33,2024-06-17 10:51:33,2024-06-28,Cerrado
24IM050665          ,806003144                     ,TODOMAR CHL SAS,2024-05-16 12:00:00.000,M,LEIDY CAMPOS        ,MAIRA LORA,2024-05-29,,2024-06-02 00:00:00,2024-05-25 12:00:00,2024-05-29 07:38:29,2024-05-29 02:27:01,2024-07-26 12:37:16,2024-08-31,Cerrado
24IM050665          ,806003144                     ,TODOMAR CHL SAS,2024-05-16 12:00:00.000,M,LEIDY CAMPOS        ,MAIRA LORA,2024-05-29,,2024-06-02 00:00:00,2024-05-25 12:00:00,2024-05-29 07:38:29,2024-05-29 02:27:01,2024-07-26 12:37:16,2024-08-31,Cerrado
24OM050668          ,860001899                     ,CORPACERO S. A. S.,2024-05-16 12:00:00.000,M,KAREN CASTRO        ,DIANA MARCELA RAMOS,2024-06-06,,1900-01-02 12:00:00,2024-06-04 12:00:00,2024-07-15 02:27:48,2024-06-07 03:56:52,2024-07-15 02:28:00,2024-07-17,Cerrado
24IT050657          ,900666700                     ,ASTURIAS Y ARAGON SAS,2024-05-16 12:00:00.000,T,No especificado,JESSICA CUBILLOS,2024-05-31,,1900-01-02 12:00:00,2024-04-19 12:00:00,2024-07-19 11:59:45,2024-06-14 05:21:09,2024-07-19 11:59:55,2024-08-31,Cerrado
24IT050672          ,901680586                     ,G2 MISURATORI COLOMBIA SAS,2024-05-17 12:00:00.000,T,No especificado,RUBY SALGADO,2024-06-11,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-05-27 12:39:35,2024-05-27 03:55:33,2024-06-14 03:09:39,2024-08-31,Cerrado
24IA050679          ,901717705                     ,BEIKUT SOLUTIONS S.A.S,2024-05-17 12:00:00.000,A,LEIDY CAMPOS        ,JESSICA CUBILLOS,2024-05-24,,1900-01-02 12:00:00,2024-05-21 12:00:00,2024-05-24 07:21:57,2024-05-24 02:50:57,2024-05-30 12:54:06,2024-05-31,Cerrado
24IA050679          ,901717705                     ,BEIKUT SOLUTIONS S.A.S,2024-05-17 12:00:00.000,A,LEIDY CAMPOS        ,No especificado,2024-05-24,,1900-01-02 12:00:00,2024-05-21 12:00:00,2024-05-24 07:21:57,2024-05-24 02:50:57,2024-05-30 12:54:06,2024-05-31,Cerrado
24IT050671          ,830010206                     ,DETROPARTES DIESEL SAS,2024-05-17 12:00:00.000,T,No especificado,ULS BOGOTA,2024-07-15,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-07-05 08:05:55,2024-07-08 12:43:44,2024-08-28 01:22:52,2024-08-31,Cerrado
24IT050673          ,901680586                     ,G2 MISURATORI COLOMBIA SAS,2024-05-17 12:00:00.000,T,No especificado,RUBY SALGADO,,,1900-01-02 12:00:00,2024-05-22 12:00:00,2024-07-19 12:16:01,2024-05-27 11:16:25,2024-07-19 12:16:09,2025-01-31,Cerrado
24IM050670          ,806003144                     ,TODOMAR CHL SAS,2024-05-17 12:00:00.000,M,No especificado,MAIRA LORA,2024-05-29,,2024-06-02 00:00:00,2024-05-25 12:00:00,2024-05-29 03:27:32,2024-05-30 10:51:20,2024-07-26 12:38:50,2024-09-30,Cerrado
24IM050670          ,806003144                     ,TODOMAR CHL SAS,2024-05-17 12:00:00.000,M,No especificado,MAIRA LORA,2024-05-29,,2024-06-02 00:00:00,2024-05-25 12:00:00,2024-05-29 03:27:32,2024-05-30 10:51:20,2024-07-26 12:38:50,2024-09-30,Cerrado
24IA050674          ,806003144                     ,TODOMAR CHL SAS,2024-05-17 12:00:00.000,A,LEIDY CAMPOS        ,MAIRA LORA,2024-05-17,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-05-17 03:21:30,2024-05-20 11:24:20,2024-05-22 07:48:59,2024-05-31,Cerrado
24IA050674          ,806003144                     ,TODOMAR CHL SAS,2024-05-17 12:00:00.000,A,LEIDY CAMPOS        ,MAIRA LORA,2024-05-17,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-05-17 03:21:30,2024-05-20 11:24:20,2024-05-22 07:48:59,2024-05-31,Cerrado
24IM050682          ,830057739                     ,STRONG MACHINE S.A.S,2024-05-17 12:00:00.000,M,KAREN PINZON        ,RUBY SALGADO,2024-06-26,,2024-07-26 00:00:00,2024-06-07 12:00:00,2024-07-19 04:23:47,2024-07-25 02:00:44,2024-09-02 04:49:52,2024-09-30,Cerrado
24OM050677          ,890906397                     ,VIBRANTZ COLOMBIA SAS,2024-05-17 12:00:00.000,M,No especificado,ULS BOGOTA,2024-06-06,,1900-01-02 12:00:00,2024-06-04 12:00:00,2024-05-30 10:27:50,2024-06-06 10:39:48,2024-06-13 10:21:09,2024-09-30,Cerrado
24IC050681          ,900427868                     ,NORMACOL S.A.S.,2024-05-17 12:00:00.000,C,No especificado,RUBY SALGADO,,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-02-11 02:27:48,2024-07-25 04:24:52,2025-02-11 02:27:48,2025-03-07,Cerrado
24IM050676          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-05-17 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-25,,1900-01-02 12:00:00,2024-06-12 12:00:00,2024-06-19 12:32:16,2024-06-21 02:41:25,2024-09-09 01:02:34,2024-09-30,Cerrado
24IM050676          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-05-17 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-25,,1900-01-02 12:00:00,2024-06-12 12:00:00,2024-06-19 12:32:16,2024-06-21 02:41:25,2024-09-09 01:02:34,2024-09-30,Cerrado
24IA050683          ,901680586                     ,G2 MISURATORI COLOMBIA SAS,2024-05-19 12:00:00.000,A,KAREN PINZON        ,RUBY SALGADO,2024-05-28,,1900-01-02 12:00:00,2024-05-24 12:00:00,2024-05-24 09:15:23,2024-06-05 02:46:40,2024-07-24 11:39:05,2024-07-30,Cerrado
24IA050686          ,823004536                     ,COMUNICACIONES DEL CARIBE S.A.S.,2024-05-20 12:00:00.000,A,No especificado,ULS BOGOTA,2024-05-20,,1900-01-02 12:00:00,2024-05-18 12:00:00,2024-05-22 11:17:41,2024-05-22 10:19:41,2024-07-26 12:33:58,2024-07-30,Cerrado
24IM050699          ,800200969                     ,SOCIEDAD PORTUARIA REGIONAL DE CARTAGENA SA,2024-05-20 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-14,,1900-01-02 12:00:00,2024-05-30 12:00:00,2024-06-07 01:31:29,2024-06-12 10:07:26,2024-09-06 04:54:19,2024-09-30,Cerrado
24OM050685          ,900340642                     ,PRODUCTOS DE ASEO 1A LTDA,2024-05-20 12:00:00.000,M,No especificado,RUBY SALGADO,2024-05-27,,1900-01-02 12:00:00,2024-06-10 12:00:00,2024-06-06 10:47:54,2024-06-12 11:09:45,2024-07-05 09:12:33,2024-09-30,Cerrado
24OM050700          ,901393321                     ,PLASTIFILAMENTOS S.A.S,2024-05-20 12:00:00.000,M,No especificado,RUBY SALGADO,2024-05-24,,1900-01-02 12:00:00,2024-06-04 12:00:00,2024-05-30 11:22:39,2024-06-11 08:59:17,2024-07-05 09:11:03,2024-09-30,Cerrado
24IA050692          ,830139570                     ,MAQUIPARTES LTDA,2024-05-20 12:00:00.000,A,No especificado,RUBY SALGADO,,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-05-21 12:22:46,2024-05-31 11:51:43,2024-06-14 02:14:28,2024-06-28,Cerrado
24IC050693          ,901680586                     ,G2 MISURATORI COLOMBIA SAS,2024-05-20 12:00:00.000,C,No especificado,RUBY SALGADO,,,1900-01-02 12:00:00,1900-01-01 12:00:00,1900-01-01 12:00:00,2024-06-20 11:32:51,2024-07-24 03:40:19,2024-07-30,Cerrado
24OM050687          ,890805453                     ,TECNOLOGIA EN CUBRIMIENTO S A,2024-05-20 12:00:00.000,M,No especificado,ULS BOGOTA,2024-05-21,,1900-01-02 12:00:00,2024-06-02 12:00:00,2024-05-30 09:47:23,2024-06-07 04:09:22,2024-06-13 10:14:12,2024-09-30,Cerrado
24OM050687          ,890805453                     ,TECNOLOGIA EN CUBRIMIENTO S A,2024-05-20 12:00:00.000,M,No especificado,PRICING ULS,2024-05-21,,1900-01-02 12:00:00,2024-06-02 12:00:00,2024-05-30 09:47:23,2024-06-07 04:09:22,2024-06-13 10:14:12,2024-09-30,Cerrado
24OM050684          ,900991724                     ,SANTA MARTA GOLDEN SAS,2024-05-20 12:00:00.000,M,No especificado,RUBY SALGADO,,,1900-01-02 12:00:00,2024-06-01 12:00:00,2024-05-31 08:56:24,2024-06-04 03:45:01,2024-06-06 09:54:45,2024-09-30,Cerrado
24OS050690          ,444444231                     ,SUPREME INTERNATIONAL LOGISTICS PTE LTD,2024-05-20 12:00:00.000,S,No especificado,No especificado,2024-05-22,,1900-01-02 12:00:00,2024-05-25 12:00:00,2024-06-13 03:57:29,2024-06-14 05:26:13,2024-08-02 11:35:21,2024-08-20,Cerrado
24IM050697          ,901589664                     ,PRORSUM SOLUCIONES SAS ZOMAC,2024-05-20 12:00:00.000,M,LEIDY CAMPOS        ,MAIRA LORA,2024-05-22,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-05-20 03:33:21,2024-05-21 11:26:34,2024-05-24 06:44:06,2024-08-31,Cerrado
24OM050694          ,890906397                     ,VIBRANTZ COLOMBIA SAS,2024-05-20 12:00:00.000,M,No especificado,ULS BOGOTA,2024-06-06,,1900-01-02 12:00:00,2024-06-04 12:00:00,2024-05-30 10:34:27,2024-06-06 04:27:54,2024-06-13 10:22:56,2024-11-15,Cerrado
24OS050689          ,444444231                     ,SUPREME INTERNATIONAL LOGISTICS PTE LTD,2024-05-20 12:00:00.000,S,No especificado,No especificado,2024-05-24,,1900-01-02 12:00:00,2024-05-28 12:00:00,2024-06-13 03:45:33,2024-06-14 02:23:44,2024-08-02 11:34:33,2024-08-20,Cerrado
24IM050698          ,800241068                     ,BIOEMPAK S.A.S,2024-05-20 12:00:00.000,M,No especificado,ULS BOGOTA,2024-05-30,,2024-06-15 00:00:00,2024-05-30 12:00:00,2024-07-26 12:58:07,2024-06-12 02:35:54,2024-07-26 12:58:16,2024-09-30,Cerrado
24IM050698          ,800241068                     ,BIOEMPAK S.A.S,2024-05-20 12:00:00.000,M,No especificado,ULS BOGOTA,2024-05-30,,2024-06-15 00:00:00,2024-05-30 12:00:00,2024-07-26 12:58:07,2024-06-12 02:35:54,2024-07-26 12:58:16,2024-09-30,Cerrado
24OM050691          ,900340642                     ,PRODUCTOS DE ASEO 1A LTDA,2024-05-20 12:00:00.000,M,No especificado,RUBY SALGADO,2024-05-27,,1900-01-02 12:00:00,2024-06-10 12:00:00,2024-06-06 11:28:06,2024-06-13 10:01:26,2024-07-05 09:16:38,2024-10-31,Cerrado
24IM050704          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-05-21 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-27,,1900-01-02 12:00:00,2024-06-13 12:00:00,2024-06-20 04:51:38,2024-06-24 02:33:34,2024-09-10 08:32:50,2024-09-30,Cerrado
24IM050704          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-05-21 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-27,,1900-01-02 12:00:00,2024-06-13 12:00:00,2024-06-20 04:51:38,2024-06-24 02:33:34,2024-09-10 08:32:50,2024-09-30,Cerrado
24IM050705          ,860005050                     ,MEXICHEM COLOMBIA S A S,2024-05-21 12:00:00.000,M,SHANE HUERTAS       ,DIANA MARCELA RAMOS,2024-06-12,,2024-06-27 00:00:00,2024-05-27 12:00:00,2024-06-19 12:41:25,2024-07-25 11:07:16,2024-07-10 06:46:51,2024-08-31,Cerrado
24IM050705          ,860005050                     ,MEXICHEM COLOMBIA S A S,2024-05-21 12:00:00.000,M,SHANE HUERTAS       ,DIANA MARCELA RAMOS,2024-06-12,,2024-06-27 00:00:00,2024-05-27 12:00:00,2024-06-19 12:41:25,2024-07-25 11:07:16,2024-07-10 06:46:51,2024-06-28,Cerrado
24IA050708          ,900646216                     ,RINOHE SOLUTIONS SAS,2024-05-21 12:00:00.000,A,No especificado,RUBY SALGADO,,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-06-14 02:15:04,2024-05-24 11:48:39,2024-06-14 02:15:12,2024-06-28,Cerrado
24IS050710          ,890908649                     ,SUN CHEMICAL COLOMBIA S.A.S.,2024-05-21 12:00:00.000,S,No especificado,DIANA MARCELA RAMOS,2024-06-18,,2024-06-21 00:00:00,2024-06-11 12:00:00,2024-06-17 04:26:15,2024-06-19 10:03:43,2024-07-30 03:54:32,2024-08-31,Cerrado
24IC050716          ,901160498                     ,GRUPO MIZO SAS,2024-05-21 12:00:00.000,C,No especificado,JESSICA CUBILLOS,,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-10-09 03:23:09,2024-09-03 11:53:30,2024-10-09 03:23:21,2024-11-15,Cerrado
24IS050707          ,890908649                     ,SUN CHEMICAL COLOMBIA S.A.S.,2024-05-21 12:00:00.000,S,No especificado,DIANA MARCELA RAMOS,2024-06-18,,2024-06-21 00:00:00,2024-06-11 12:00:00,2024-06-14 04:30:01,2024-06-19 09:54:35,2024-07-30 03:53:53,2024-08-31,Cerrado
24OM050701          ,863549285                     ,AGL FREIGHT Y LOGISTICS LLC                                                                         ,2024-05-21 12:00:00.000,M,KAREN CASTRO        ,KARLA PATINO,2024-06-25,,1900-01-02 12:00:00,2024-06-13 12:00:00,2024-06-25 11:32:29,2024-06-25 05:49:12,2024-08-01 11:30:59,2024-10-31,Cerrado
24IS050709          ,890908649                     ,SUN CHEMICAL COLOMBIA S.A.S.,2024-05-21 12:00:00.000,S,No especificado,DIANA MARCELA RAMOS,2024-06-25,,2024-06-28 00:00:00,2024-05-17 12:00:00,2024-06-18 11:17:16,2024-07-18 11:23:20,2024-07-30 03:58:06,2024-08-31,Cerrado
24OM050703          ,863549285                     ,AGL FREIGHT Y LOGISTICS LLC                                                                         ,2024-05-21 12:00:00.000,M,KAREN CASTRO        ,KARLA PATINO,2024-06-25,,1900-01-02 12:00:00,2024-06-20 12:00:00,2024-07-03 11:10:11,2024-07-08 04:48:42,2024-08-16 03:58:59,2024-10-31,Cerrado
24IA050702          ,830054002                     ,NACIONAL DE ELECTRICOS H. H. LTDA.,2024-05-21 12:00:00.000,A,LEIDY CAMPOS        ,RUBY SALGADO,2024-05-28,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-05-31 09:14:07,2024-05-31 03:09:23,2024-06-14 12:29:22,2024-06-28,Cerrado
24IM050713          ,901160498                     ,GRUPO MIZO SAS,2024-05-21 12:00:00.000,M,SHANE HUERTAS       ,JESSICA CUBILLOS,2024-07-10,,2024-08-10 00:00:00,2024-06-30 12:00:00,2024-08-01 12:58:33,2024-08-06 11:17:26,2024-10-09 03:25:00,2024-10-31,Cerrado
24IM050713          ,901160498                     ,GRUPO MIZO SAS,2024-05-21 12:00:00.000,M,SHANE HUERTAS       ,JESSICA CUBILLOS,2024-07-10,,2024-08-10 00:00:00,2024-06-30 12:00:00,2024-08-01 12:58:33,2024-08-06 11:17:26,2024-10-09 03:25:00,2024-12-31,Cerrado
24IT050706          ,901329757                     ,VV TECHNOLOGY SAS,2024-05-21 12:00:00.000,T,No especificado,KARLA PATINO,2024-06-20,,1900-01-02 12:00:00,2024-04-22 12:00:00,2024-06-18 10:27:28,2024-06-18 02:44:37,2025-03-04 09:53:43,2025-02-28,Cerrado
24IT050720          ,901779005                     ,UNIÓN TEMPORAL G2 MISURATORI COLOMBIA,2024-05-22 12:00:00.000,T,No especificado,RUBY SALGADO,2024-06-07,,1900-01-02 12:00:00,2024-05-23 12:00:00,2024-05-23 12:36:04,2024-05-27 11:24:02,2024-06-14 03:32:34,2024-08-31,Cerrado
24IM050718          ,901453891                     ,UNOX COLOMBIA S.A.S.,2024-05-22 12:00:00.000,M,No especificado,ULS BOGOTA,2024-07-08,,2024-07-10 00:00:00,2024-06-12 12:00:00,2024-11-14 01:31:20,2024-07-09 12:29:07,2024-11-14 01:31:20,2024-11-30,Cerrado
24IA050722          ,830079015                     ,MELTEC COMUNICACIONES S A,2024-05-22 12:00:00.000,A,No especificado,ULS BOGOTA,2024-05-24,,1900-01-02 12:00:00,2024-05-21 12:00:00,2024-07-26 12:34:56,2024-05-24 04:04:37,2024-07-26 12:35:04,2024-07-30,Cerrado
24IM050719          ,800072556                     ,SEATECH INTERNATIONAL INC,2024-05-22 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-14,,2024-07-10 00:00:00,2024-06-11 12:00:00,2024-07-03 11:42:18,2024-07-08 11:11:14,2024-09-30 10:55:21,2024-09-30,Cerrado
24IM050721          ,804017457                     ,DEPOSITO DE MATERIALES SILVA S.A.S,2024-05-22 12:00:00.000,M,KAREN PINZON        ,RUBY SALGADO,2024-06-04,,2024-07-22 00:00:00,2024-06-02 12:00:00,2024-07-05 03:47:27,2024-07-10 03:11:21,2024-09-02 04:40:27,2024-08-31,Cerrado
24OM050723          ,444444236                     ,ULS MIAMI,2024-05-22 12:00:00.000,M,KAREN CASTRO        ,ULS BOGOTA,2024-06-26,,1900-01-02 12:00:00,2024-06-22 12:00:00,2024-08-01 11:37:24,2024-06-25 12:06:29,2024-08-01 11:37:24,2024-10-31,Cerrado
24OM050723          ,444444236                     ,ULS MIAMI,2024-05-22 12:00:00.000,M,KAREN CASTRO        ,No especificado,2024-06-26,,1900-01-02 12:00:00,2024-06-22 12:00:00,2024-08-01 11:37:24,2024-06-25 12:06:29,2024-08-01 11:37:24,2024-10-31,Cerrado
24IA050734          ,860003168                     ,IMOCOM S.A.S.,2024-05-23 12:00:00.000,A,LEIDY CAMPOS        ,ULS BOGOTA,2024-06-11,,1900-01-02 12:00:00,2024-06-07 12:00:00,2024-06-07 11:11:11,2024-06-11 09:10:16,2024-06-17 08:06:14,2024-07-30,Cerrado
24OM050724          ,901373453                     ,CARGO SOLUTIONS CS S.A.S,2024-05-23 12:00:00.000,M,KAREN CASTRO        ,AMPARO SOLANO,2024-06-26,,1900-01-02 12:00:00,1900-01-01 12:00:00,2024-07-15 03:18:43,2024-06-04 03:35:09,2024-07-15 03:19:07,2024-07-18,Cerrado
24OM050732          ,901393321                     ,PLASTIFILAMENTOS S.A.S,2024-05-23 12:00:00.000,M,No especificado,RUBY SALGADO,2024-06-07,,1900-01-02 12:00:00,2024-06-20 12:00:00,2024-06-20 11:14:25,2024-07-05 02:53:24,2024-07-22 09:05:59,2024-10-31,Cerrado
24IT050731          ,901680586                     ,G2 MISURATORI COLOMBIA SAS,2024-05-23 12:00:00.000,T,No especificado,RUBY SALGADO,2024-06-07,,1900-01-02 12:00:00,2024-05-24 12:00:00,2024-06-11 08:32:52,2024-06-12 12:31:00,2024-07-24 01:02:57,2024-08-31,Cerrado
24IM050733          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-05-23 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-27,,1900-01-02 12:00:00,2024-06-13 12:00:00,2024-06-25 08:06:07,2024-06-26 10:07:38,2024-09-09 01:04:54,2024-09-30,Cerrado
24IM050733          ,800116164                     ,TERMINAL DE CONTENEDORES DE CARTAGENA SA,2024-05-23 12:00:00.000,M,SHANE HUERTAS       ,MAIRA LORA,2024-06-27,,1900-01-02 12:00:00,2024-06-13 12:00:00,2024-06-25 08:06:07,2024-06-26 10:07:38,2024-09-09 01:04:54,2024-09-30,Cerrado
24IA050727          ,444444236                     ,ULS MIAMI,2024-05-23 12:00:00.000,A,No especificado,No especificado,2024-05-29,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-02-11 02:32:11,2024-06-14 04:31:02,2025-02-11 02:32:11,2025-01-31,Cerrado
24IA050727          ,444444236                     ,ULS MIAMI,2024-05-23 12:00:00.000,A,No especificado,ULS BOGOTA,2024-05-29,,1900-01-02 12:00:00,1900-01-01 12:00:00,2025-02-11 02:32:11,2024-06-14 04:31:02,2025-02-11 02:32:11,2025-01-31,Cerrado
24IM050725          ,901723212                     ,DONE GROUP SAS,2024-05-23 12:00:00.000,M,KAREN PINZON        ,FREELANCE,2024-07-09,,2024-11-26 00:00:00,2024-06-29 12:00:00,2024-08-16 11:51:54,2024-08-16 02:20:39,2024-11-20 04:39:51,2024-11-30,Cerrado
24OM050726          ,800227924                     ,COMERCIALIZADORA INTERNACIONAL INVERMEC S.A.                ,2024-05-23 12:00:00.000,M,No especificado,SINDI SANCHEZ,2024-05-24,,1900-01-02 12:00:00,2024-06-02 12:00:00,2024-05-30 10:13:13,2024-06-05 02:59:05,2024-06-13 10:17:56,2024-10-31,Cerrado
24IM050729          ,806007196                     ,GARAJES PREFABRICADOS S.A.S,2024-05-23 12:00:00.000,M,SHANE HUERTAS       ,JOHANA PAOLA ROMERO PEÑA,2024-07-18,,2024-07-21 00:00:00,2024-06-11 12:00:00,1900-01-01 12:00:00,2024-07-19 11:38:14,2024-09-30 10:50:04,2024-12-09,Cerrado
24OM050739          ,860032550                     ,ALFAGRES S.A. - EN REORGANIZACION,2024-05-24 12:00:00.000,M,No especificado,ULS BOGOTA,2024-06-11,,1900-01-02 12:00:00,2024-06-09 12:00:00,2024-05-30 10:57:41,2024-08-02 00:00:00,2024-06-13 10:24:25,2024-10-31,Cerrado
24IS050741          ,890917295                     ,COLORQUIMICA S.A.S.,2024-05-24 12:00:00.000,S,No especificado,ULS BOGOTA,2024-05-29,,2024-06-04 00:00:00,2024-04-26 12:00:00,2024-05-24 01:48:46,2024-05-30 12:02:20,2024-07-30 03:52:08,2024-08-31,Cerrado
